date,title,source,media_name,ideology,Congress
04/11/2016,Trump Slams New Jobs Report; Clinton Election Countdown; Wiki-Leaked E-Mails; Election Security; Politics of Terrorism; Bridgegate Verdict; Rules of Engagement in War on Terror Examined; Presidential Candidates Campaign in Battleground States,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump Slams New Jobs Report; Clinton Election Countdown; Wiki-Leaked E-Mails; Election Security; Pol.docx,Fox News,right,114th
14/07/2016,"Trump to Announce VP Selection Tomorrow; Supreme Court Justice Ginsburg Criticizes Trump; GOP Convention Preparations; Clinton Steps Up Attacks on Trump; Truck Plows into Crowd in Nice, France",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump to Announce VP Selection Tomorrow; Supreme Court Justice Ginsburg Criticizes Trump; GOP Conven.docx,Fox News,right,114th
07/08/2016,Trump Trying to Get Back on Track; Hillary Dogged by Trust Issues; Iran Payment Fallout,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump Trying to Get Back on Track; Hillary Dogged by Trust Issues; Iran Payment Fallout.docx,Fox News,right,114th
22/08/2016,"Trump, Claims of 'Rigged' Vote and Issues of Racial Politics","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump, Claims of 'Rigged' Vote and Issues of Racial Politics.docx",The New York Times,left,114th
15/05/2017,"Trump, North Korea, Ransomware: Your Monday Evening Briefing","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump, North Korea , Ransomware_ Your Monday Evening Briefing.docx",The New York Times,left,115th
06/09/2017,Trumpâ€™s Choice for Top Civil Rights Job Defends Private-Sector Work,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump_s Choice for Top Civil Rights Job Defends Private-Sector Work.docx,The New York Times,left,115th
15/05/2017,Trumpâ€™s Fraudulent Voter-Fraud Commission; Editorial,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump_s Fraudulent Voter-Fraud Commission Editorial.docx,The New York Times,left,115th
11/12/2018,Trumpâ€™s Judicial Nominees Take Heat but Largely Keep Marching Through Senate,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump_s Judicial Nominees Take Heat but Largely Keep Marching Through Senate.docx,The New York Times,left,115th
03/09/2018,Trumpâ€™s Justice Department Redefines Whose Civil Rights to Protect,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump_s Justice Department Redefines Whose Civil Rights to Protect.docx,The New York Times,left,115th
25/07/2017,Trump's attacks; President undercuts attorney general in public pillories,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump's attacks President undercuts attorney general in public pillories.docx,USA Today,left,115th
26/01/2017,Trump's Call for a Voter Fraud Inquiry; Letters,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump's Call for a Voter Fraud Inquiry Letters.docx,The New York Times,left,115th
27/01/2017,Trump's Call for a Voter Fraud Inquiry,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump's Call for a Voter Fraud Inquiry.docx,The New York Times,left,115th
06/08/2016,Trump's Crybaby Inaugural,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump's Crybaby Inaugural.docx,The New York Times,left,114th
21/08/2016,"Trump's effort to Court Minority Voters, Clinton Foundation Plans to End Foreign Donations Should Hillary Clinton Be Elected; Interview with Green Party Presidential Nominee Jill Stein","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump's effort to Court Minority Voters, Clinton Foundation Plans to End Foreign Donations Should Hi.docx",Fox News,right,114th
07/09/2017,Trump's Pick For Top Post In Civil Rights Defends Work,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump's Pick For Top Post In Civil Rights Defends Work.docx,The New York Times,left,115th
05/11/2018,Turned Away at the Polls? Hereâ€™s What to Do.,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Turned Away at the Polls_ Here_s What to Do.docx,The New York Times,left,115th
02/08/2016,Turning the Tide on Voting Rights,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Turning the Tide on Voting Rights.docx,The New York Times,left,114th
12/11/2016,"U.S. Divided, but G.O.P. Dominates","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/U.S. Divided, but G.O.P. Dominates.docx",The New York Times,left,114th
22/01/2016,U.S. Presses for Haiti Vote Despite Warnings of Violence,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/U.S. Presses for Haiti Vote Despite Warnings of Violence.docx,The New York Times,left,114th
02/08/2017,U.S. Rights Unit Shifts to Study Antiwhite Bias,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/U.S. Rights Unit Shifts to Study Antiwhite Bias.docx,The New York Times,left,115th
20/10/2018,U.S. Says Russians Led Online Drive To Tilt Midterms,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/U.S. Says Russians Led Online Drive To Tilt Midterms.docx,The New York Times,left,115th
13/08/2018,"U.S. Shifts Stance On Voting Rights, Embracing Limits","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/U.S. Shifts Stance On Voting Rights, Embracing Limits.docx",The New York Times,left,115th
02/03/2018,"Under fire, Sessions silent no longer; Former attorneys general back him up as he faces Trump's renewed wrath","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Under fire, Sessions silent no longer Former attorneys general back him up as he faces Trump's renew.docx",USA Today,left,115th
12/02/2017,Using a Myth to Hold On to Power,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Using a Myth to Hold On to Power.docx,The New York Times,left,115th
14/08/2016,Violent Protests Erupt in Milwaukee After Police Kill Armed Suspect During Traffic Stop; Trump to Deliver Foreign Address on Monday; Congressional Report Finds Military Officials Altered Intelligence Information About ISIS; Hillary Clinton and Donald Trump Tout Proposals to Boost Economy & Create Jobs,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Violent Protests Erupt in Milwaukee After Police Kill Armed Suspect During Traffic Stop; Trump to De.docx,Fox News,right,114th
23/03/2018,"Vote Fraud Crusader Kris Kobach Takes His Case to Court, and to Kansas Voters","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Vote Fraud Crusader Kris Kobach Takes His Case to Court, and to Kansas Voters.docx",The New York Times,left,115th
10/03/2018,"Vote. Thatâ€™s Just What They Donâ€™t Want You to Do.; Editorial | Tune In, Turn Out","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Vote. That_s Just What They Don_t Want You to Do. Editorial _ Tune In, Turn Out.docx",The New York Times,left,115th
12/12/2017,Voter Fraud in Alabama; Op-Ed Columnist,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter Fraud in Alabama Op-Ed Columnist.docx,The New York Times,left,115th
03/08/2016,Voter ID laws help protect elections,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter ID laws help protect elections.docx,USA Today,left,114th
30/07/2016,Voter ID Laws Take a Beating in U.S. Courts,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter ID Laws Take a Beating in U.S. Courts.docx,The New York Times,left,114th
20/10/2016,Voter Registration Effort Spurs an Inquiry in Indiana,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter Registration Effort Spurs an Inquiry in Indiana.docx,The New York Times,left,114th
21/10/2016,Voter Registration Effort Spurs Inquiry in Indiana,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter Registration Effort Spurs Inquiry in Indiana.docx,The New York Times,left,114th
08/09/2016,Voter Suppression in North Carolina,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter Suppression in North Carolina.docx,The New York Times,left,114th
03/04/2018,Voter Suppression's Legacy Lives On,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter Suppression's Legacy Lives On.docx,The New York Times,left,115th
07/11/2018,"Voter Turnout Soars, Even Before All the Votes Are Counted","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voter Turnout Soars, Even Before All the Votes Are Counted.docx",The New York Times,left,115th
08/11/2016,"Voters Find Long Lines and a Range of Irritants, but No Outright Disruption","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voters Find Long Lines and a Range of Irritants, but No Outright Disruption.docx",The New York Times,left,114th
13/11/2017,Voting Barriers Could Undercut Democratic Wave,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Barriers Could Undercut Democratic Wave.docx,The New York Times,left,115th
12/08/2018,Voting Rights Advocates Used to Have an Ally in the Government. Thatâ€™s Changing.,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Rights Advocates Used to Have an Ally in the Government. That_s Changing.docx,The New York Times,left,115th
23/08/2016,Voting Rights Groups Cheer Ruling on a Wisconsin Law,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Rights Groups Cheer Ruling on a Wisconsin Law.docx,The New York Times,left,114th
19/11/2016,Voting Rights in the Age of Trump; Op-Ed Contributor,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Rights in the Age of Trump Op-Ed Contributor.docx,The New York Times,left,114th
22/11/2016,Voting Rights in the Age of Trump,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Rights in the Age of Trump.docx,The New York Times,left,114th
27/04/2016,Voting Rights Lose in North Carolina,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Rights Lose in North Carolina.docx,The New York Times,left,114th
18/08/2016,Voting Rights Success? Not So Fast,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Rights Success_ Not So Fast.docx,The New York Times,left,114th
18/03/2018,Voting Suppression on Trial,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Voting Suppression on Trial.docx,The New York Times,left,115th
28/02/2017,Was Texas Voter ID Law Biased? Justice Dept. Stays Out of Argument,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Was Texas Voter ID Law Biased_ Justice Dept. Stays Out of Argument.docx,The New York Times,left,115th
13/08/2018,"Washington, Turkey, Omarosa Manigault Newman: Your Monday Briefing","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Washington, Turkey , Omarosa Manigault Newman_ Your Monday Briefing.docx",The New York Times,left,115th
06/08/2016,Ways to Get More Voters to the Polls,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Ways to Get More Voters to the Polls.docx,The New York Times,left,114th
16/10/2018,What Could Ruin a Big Blue Wave?; The conversation,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/What Could Ruin a Big Blue Wave_ The conversation.docx,The New York Times,left,115th
14/12/2017,What Democrats Owe Black Voters,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/What Democrats Owe Black Voters.docx,The New York Times,left,115th
